event_id,user_id,coupon_id,event_name,timestamp,days_to_expiry,device_os,app_version
e_302e1e1856,u_012,c_e1fe3691,coupon__view__detail,2026-02-15T10:07:00,1,ios,1.0.0
e_d4e705edaa,u_013,c_9f4c122b,notification__open__expiry_reminder,2026-02-15T11:11:00,7,ios,1.0.1
e_dda136a22c,u_013,c_9f4c122b,coupon__view__detail,2026-02-15T11:31:00,7,ios,1.0.0
e_a60c240569,u_039,c_7bf3f2ff,coupon__view__detail,2026-02-15T11:42:23,10,android,1.0.0
e_4d6d2e0472,u_075,c_358624b9,coupon__start__create,2026-02-15T11:46:36,24,ios,1.0.0
e_49a544f1b2,u_075,c_358624b9,coupon__complete__create,2026-02-15T11:46:50,24,android,1.1.0
e_64507d8e94,u_045,c_2653aee9,coupon__view__detail,2026-02-15T14:09:25,8,ios,1.1.0
e_64d759ed46,u_043,c_31ed2249,coupon__start__create,2026-02-15T15:35:39,41,android,1.0.1
e_9e8e476433,u_043,c_31ed2249,coupon__complete__create,2026-02-15T15:36:48,41,android,1.1.0
e_95d1540d51,u_058,c_1526384f,coupon__view__detail,2026-02-15T16:05:13,11,ios,1.0.1
e_330213868a,u_041,c_0fcbeb69,coupon__view__detail,2026-02-15T16:33:22,30,android,1.0.1
e_73c2679667,u_019,c_226476fc,coupon__view__detail,2026-02-15T17:05:11,32,android,1.0.0
e_e79d834c6a,u_003,c_fdee777c,coupon__view__detail,2026-02-15T20:00:57,4,android,1.0.0
e_c5064b0b22,u_048,c_08e82fd3,coupon__complete__redeem,2026-02-15T20:03:04,9,android,1.1.0
e_df0b915737,u_034,c_3b84ddab,coupon__start__create,2026-02-15T21:07:00,14,android,1.1.0
e_81be1005ac,u_034,c_3b84ddab,coupon__complete__create,2026-02-15T21:07:34,14,ios,1.1.0
e_be06876b9c,u_079,c_e3d16a7f,coupon__start__create,2026-02-15T21:37:59,20,ios,1.1.0
e_5c9e6df811,u_079,c_e3d16a7f,coupon__complete__create,2026-02-15T21:39:24,20,ios,1.0.1
e_2b39dde5ef,u_060,c_c287c695,coupon__start__create,2026-02-15T22:59:00,53,ios,1.0.0
e_3e943d8cba,u_060,c_c287c695,coupon__complete__create,2026-02-15T22:59:29,53,ios,1.0.1
e_f0c2b5f02b,u_005,c_55a175a4,coupon__view__detail,2026-02-15T23:25:57,14,ios,1.0.0
e_3c2c7ecd27,u_049,c_c98d70d7,coupon__start__create,2026-02-15T23:37:55,27,ios,1.0.0
e_3c6fedc228,u_049,c_c98d70d7,coupon__complete__create,2026-02-15T23:38:56,27,ios,1.1.0
e_00da8fc7f7,u_049,c_cfd43998,coupon__start__create,2026-02-15T23:50:36,25,ios,1.0.1
e_53c333a420,u_049,c_cfd43998,coupon__complete__create,2026-02-15T23:51:20,25,ios,1.0.1
e_cc9defdcdf,u_050,c_6bf1ef17,coupon__complete__expire,2026-02-15T23:59:00,0,android,1.0.1
e_d582c07916,u_023,c_5b4ae933,coupon__complete__expire,2026-02-15T23:59:00,0,ios,1.1.0
e_1657e4b306,u_063,c_ac16742e,coupon__view__detail,2026-02-16T00:14:22,19,ios,1.0.1
e_b61bb02937,u_079,c_f8150ad5,coupon__view__detail,2026-02-16T00:22:08,9,ios,1.1.0
e_ed45b13cf7,u_027,c_3618ce18,coupon__start__create,2026-02-16T00:40:38,38,ios,1.0.0
e_db5058008f,u_027,c_3618ce18,coupon__complete__create,2026-02-16T00:41:52,38,ios,1.0.1
e_94af565973,u_033,c_83573bbe,coupon__start__create,2026-02-16T01:26:47,31,android,1.1.0
e_2b797d3bad,u_033,c_83573bbe,coupon__complete__create,2026-02-16T01:27:47,31,android,1.0.1
e_a96259bfbb,u_015,c_2038b8f7,coupon__view__detail,2026-02-16T01:28:16,11,ios,1.0.1
e_80ef7624b8,u_044,c_7ff3d89c,coupon__view__detail,2026-02-16T02:13:19,2,ios,1.0.0
e_5296692c3d,u_047,c_679aab38,coupon__start__create,2026-02-16T02:41:17,3,android,1.0.1
e_33b9a52393,u_047,c_679aab38,coupon__complete__create,2026-02-16T02:41:28,3,ios,1.0.1
e_f008c0ade8,u_001,c_f8c81a07,coupon__view__detail,2026-02-16T02:57:32,33,ios,1.0.1
e_2db8cc6651,u_052,c_31ad0b08,coupon__start__create,2026-02-16T03:33:43,45,ios,1.1.0
e_f10407c24b,u_052,c_31ad0b08,coupon__complete__create,2026-02-16T03:34:33,45,android,1.1.0
e_c004680c31,u_047,c_679aab38,coupon__view__detail,2026-02-16T04:02:16,3,ios,1.0.1
e_4b1f4e4be8,u_071,c_c8f5b117,coupon__view__detail,2026-02-16T05:44:12,3,ios,1.1.0
e_1142445c48,u_016,c_49182d57,coupon__start__create,2026-02-16T06:09:22,39,ios,1.1.0
e_e0df17eefc,u_016,c_49182d57,coupon__complete__create,2026-02-16T06:10:47,39,ios,1.1.0
e_90ef4ee785,u_013,c_9f4c122b,coupon__view__detail,2026-02-16T08:06:27,6,android,1.1.0
e_35241f4a37,u_047,c_cf8aa291,coupon__start__create,2026-02-16T08:09:27,20,android,1.0.0
e_fa55eec303,u_047,c_cf8aa291,coupon__complete__create,2026-02-16T08:10:33,20,android,1.0.1
e_0d5f0e6db5,u_004,c_1c98b59e,coupon__start__create,2026-02-16T08:50:02,30,android,1.0.0
e_dec0d56bd6,u_004,c_1c98b59e,coupon__complete__create,2026-02-16T08:51:23,30,android,1.1.0
e_99f68a5a36,u_042,c_84f387ee,coupon__view__detail,2026-02-16T08:58:45,18,android,1.0.0
e_6e3f98f29c,u_055,c_8caae922,notification__send__expiry_reminder,2026-02-16T09:00:00,7,ios,1.1.0
e_a6fb2b67b4,u_061,c_bd0cdbea,notification__send__expiry_reminder,2026-02-16T09:00:00,1,ios,1.0.0
e_9a9fbd7935,u_045,c_2653aee9,notification__send__expiry_reminder,2026-02-16T09:00:00,7,android,1.0.1
e_97581c0a6b,u_058,c_f725bbb2,notification__send__expiry_reminder,2026-02-16T09:00:00,7,android,1.1.0
e_7f63b8748f,u_080,c_a85ef08e,coupon__view__detail,2026-02-16T09:01:57,2,android,1.0.0
e_5d71014494,u_017,c_c60b2538,coupon__start__create,2026-02-16T09:20:59,59,ios,1.0.1
e_ece311949c,u_017,c_c60b2538,coupon__complete__create,2026-02-16T09:21:59,59,android,1.0.0
e_0bf1423660,u_053,c_b82afe9d,coupon__complete__redeem,2026-02-16T12:50:31,8,ios,1.0.1
e_3ff8d9ef45,u_075,c_358624b9,coupon__complete__redeem,2026-02-16T13:01:20,23,android,1.0.1
e_837ac9540e,u_060,c_07913e38,coupon__start__create,2026-02-16T13:03:59,28,android,1.0.1
e_caa1df0cdc,u_060,c_07913e38,coupon__complete__create,2026-02-16T13:04:11,28,android,1.0.0
e_493fe6f317,u_052,c_cc529cf8,coupon__start__create,2026-02-16T14:30:44,11,android,1.1.0
e_beb6f6f25a,u_052,c_cc529cf8,coupon__complete__create,2026-02-16T14:32:07,11,ios,1.0.1
e_ea3ed3358c,u_027,c_83d764b9,coupon__start__create,2026-02-16T15:15:52,20,ios,1.0.1
e_4e31b55d02,u_027,c_83d764b9,coupon__complete__create,2026-02-16T15:16:14,20,ios,1.0.1
e_b42f7c7967,u_028,c_64e0aa5f,coupon__view__detail,2026-02-16T15:23:13,16,ios,1.1.0
e_836f590e3b,u_009,c_e09b0db6,coupon__start__create,2026-02-16T15:37:34,31,ios,1.0.0
e_8614f53244,u_009,c_e09b0db6,coupon__complete__create,2026-02-16T15:38:11,31,ios,1.0.0
e_7791f17aad,u_017,c_abf62bff,coupon__start__create,2026-02-16T16:00:43,33,ios,1.0.1
e_18e5b674b8,u_017,c_abf62bff,coupon__complete__create,2026-02-16T16:01:43,33,ios,1.0.0
e_0ae51fbb17,u_065,c_7ec45a81,coupon__view__detail,2026-02-16T16:29:20,4,ios,1.1.0
e_1150d1fc9a,u_067,c_5acf65ba,coupon__start__create,2026-02-16T18:52:49,15,ios,1.0.0
e_053fa18ff8,u_067,c_5acf65ba,coupon__complete__create,2026-02-16T18:53:41,15,ios,1.0.0
e_eea7e72ded,u_019,c_aa962373,coupon__view__detail,2026-02-16T19:17:08,35,ios,1.1.0
e_8bc1649d65,u_062,c_92de30d5,coupon__view__detail,2026-02-16T21:21:00,6,android,1.1.0
e_6798ad90b8,u_005,c_81bedc43,coupon__view__detail,2026-02-16T21:49:20,9,ios,1.0.0
e_db0519da28,u_054,c_b7ba3337,coupon__view__detail,2026-02-16T22:33:02,6,android,1.0.0
e_22230c2b00,u_021,c_cc0be082,coupon__view__detail,2026-02-16T22:37:35,20,android,1.0.0
e_480f8d0a2b,u_043,c_31ed2249,coupon__view__detail,2026-02-16T23:07:24,40,android,1.0.0
e_629f5a5dab,u_078,c_6191e4ae,coupon__start__create,2026-02-16T23:10:39,33,android,1.0.0
e_563983aef0,u_078,c_6191e4ae,coupon__complete__create,2026-02-16T23:11:02,33,ios,1.0.1
e_f2b7615124,u_058,c_ed685f72,coupon__start__create,2026-02-16T23:44:08,16,ios,1.0.0
e_327cb37cbd,u_006,c_b6ef431c,coupon__start__create,2026-02-16T23:44:14,18,android,1.0.1
e_9f8521c1ca,u_006,c_b6ef431c,coupon__complete__create,2026-02-16T23:44:51,18,android,1.0.1
e_0812ef30c2,u_012,c_e1fe3691,coupon__complete__expire,2026-02-16T23:59:00,0,android,1.1.0
e_a0ffd31314,u_020,c_66fd5cac,coupon__view__detail,2026-02-17T00:25:15,42,ios,1.0.0
e_7c18723469,u_073,c_4c89c9eb,coupon__start__create,2026-02-17T01:33:53,19,ios,1.0.1
e_50a3ffe32a,u_073,c_4c89c9eb,coupon__complete__create,2026-02-17T01:35:23,19,ios,1.0.1
e_4cc89e068c,u_040,c_777f3538,coupon__view__detail,2026-02-17T01:53:47,31,ios,1.0.0
e_e217e02cfd,u_038,c_08d00586,coupon__view__detail,2026-02-17T04:26:08,1,android,1.0.0
e_605dc7117f,u_059,c_5c45eb45,coupon__view__detail,2026-02-17T05:46:02,20,android,1.1.0
e_769ac6155b,u_055,c_762e7877,coupon__start__create,2026-02-17T06:19:38,28,android,1.1.0
e_9365fde423,u_055,c_762e7877,coupon__complete__create,2026-02-17T06:20:43,28,android,1.0.1
e_dfe2d8d85c,u_041,c_56dbf914,coupon__view__detail,2026-02-17T07:11:23,23,ios,1.1.0
e_5f5cdf3f71,u_027,c_83d764b9,coupon__complete__redeem,2026-02-17T08:12:11,19,android,1.1.0
e_66b00ff19c,u_040,c_afbb1c49,coupon__complete__redeem,2026-02-17T08:18:22,20,android,1.1.0
e_7e65d803cf,u_026,c_98ac24bf,coupon__view__detail,2026-02-17T08:56:54,1,ios,1.0.1
e_ec54642bca,u_048,c_08e82fd3,notification__send__expiry_reminder,2026-02-17T09:00:00,7,ios,1.0.0
e_d37b3ff28d,u_053,c_b82afe9d,notification__send__expiry_reminder,2026-02-17T09:00:00,7,android,1.0.1
e_87d919f274,u_044,c_7ff3d89c,notification__send__expiry_reminder,2026-02-17T09:00:00,1,android,1.0.1
e_754bb15f4d,u_016,c_a42d14cd,notification__send__expiry_reminder,2026-02-17T09:00:00,7,ios,1.0.1
e_fa7b773fed,u_038,c_08d00586,notification__send__expiry_reminder,2026-02-17T09:00:00,1,ios,1.1.0
e_6207411b07,u_035,c_132bfaba,notification__send__expiry_reminder,2026-02-17T09:00:00,7,android,1.0.0
e_42396defa1,u_020,c_96465013,notification__send__expiry_reminder,2026-02-17T09:00:00,7,ios,1.0.1
e_e4732a40c0,u_005,c_a82406ff,notification__send__expiry_reminder,2026-02-17T09:00:00,7,android,1.0.1
e_0abec2dffa,u_073,c_2d81d799,notification__send__expiry_reminder,2026-02-17T09:00:00,7,ios,1.1.0
e_07ede45867,u_028,c_b2c909cd,notification__send__expiry_reminder,2026-02-17T09:00:00,1,ios,1.0.0
e_6d62b053d2,u_072,c_06de6a68,notification__send__expiry_reminder,2026-02-17T09:00:00,7,android,1.0.1
e_77ab836e02,u_026,c_98ac24bf,notification__send__expiry_reminder,2026-02-17T09:00:00,1,ios,1.1.0
e_bba309dd9e,u_080,c_a85ef08e,notification__send__expiry_reminder,2026-02-17T09:00:00,1,android,1.0.1
e_209d66ec47,u_008,c_bdbc8e22,coupon__start__create,2026-02-17T09:01:21,17,android,1.0.1
e_581ec275d6,u_008,c_bdbc8e22,coupon__complete__create,2026-02-17T09:01:38,17,android,1.0.1
e_fb43789ddf,u_080,c_a85ef08e,notification__open__expiry_reminder,2026-02-17T09:06:00,1,android,1.0.0
e_6299e737c2,u_034,c_86ec4e2b,coupon__view__detail,2026-02-17T09:21:25,5,ios,1.0.0
e_f4f0dd9358,u_026,c_98ac24bf,notification__open__expiry_reminder,2026-02-17T10:25:00,1,android,1.0.1
e_7325236e0e,u_028,c_68a82b67,coupon__start__create,2026-02-17T10:30:17,24,ios,1.0.1
e_a2870d3705,u_028,c_68a82b67,coupon__complete__create,2026-02-17T10:31:36,24,android,1.1.0
e_c19933fb5c,u_026,c_98ac24bf,coupon__view__detail,2026-02-17T10:36:00,1,android,1.1.0
e_b8eadb3cf9,u_066,c_ea71e3df,coupon__start__create,2026-02-17T10:49:03,12,android,1.1.0
e_194c25f4c8,u_073,c_7e25ce1b,coupon__start__create,2026-02-17T10:50:21,17,android,1.1.0
e_9813beb1f4,u_044,c_7ff3d89c,notification__open__expiry_reminder,2026-02-17T11:57:00,1,ios,1.0.0
e_033eaf0d9a,u_044,c_7ff3d89c,coupon__view__detail,2026-02-17T11:58:00,1,ios,1.1.0
e_09bb5a0837,u_053,c_f8afa6cc,coupon__start__create,2026-02-17T12:01:26,38,android,1.0.1
e_8ab01bf5f0,u_053,c_f8afa6cc,coupon__complete__create,2026-02-17T12:02:28,38,android,1.1.0
e_addd1a27c2,u_075,c_61fb92a0,coupon__view__detail,2026-02-17T13:21:33,28,android,1.0.1
e_6351735428,u_022,c_8ae2e512,coupon__view__detail,2026-02-17T13:32:25,13,android,1.1.0
e_ecda55df3a,u_062,c_92de30d5,coupon__view__detail,2026-02-17T13:55:05,5,android,1.0.0
e_e3aadba263,u_074,c_2e8c6866,coupon__start__create,2026-02-17T14:35:31,43,android,1.0.0
e_c7c2b1f564,u_074,c_2e8c6866,coupon__complete__create,2026-02-17T14:36:25,43,android,1.1.0
e_63a78b924a,u_058,c_146b12c6,coupon__complete__redeem,2026-02-17T15:37:45,15,ios,1.0.0
e_48d1323939,u_029,c_e1740432,coupon__start__create,2026-02-17T15:38:29,13,ios,1.1.0
e_123ebd1481,u_029,c_e1740432,coupon__complete__create,2026-02-17T15:38:57,13,android,1.1.0
e_e5a0fe7d6b,u_012,c_15c3a0f8,coupon__start__create,2026-02-17T16:10:35,6,android,1.0.1
e_9449f7bea2,u_012,c_15c3a0f8,coupon__complete__create,2026-02-17T16:11:42,6,ios,1.0.0
e_d0de4a4446,u_001,c_b831a5e2,coupon__view__detail,2026-02-17T17:07:03,30,android,1.0.0
e_25b05c2f3d,u_074,c_cb421e89,coupon__view__detail,2026-02-17T17:23:10,11,android,1.1.0
e_3fd75c935e,u_075,c_d0e28af9,coupon__start__create,2026-02-17T18:21:19,8,android,1.0.0
e_f468346304,u_075,c_d0e28af9,coupon__complete__create,2026-02-17T18:22:41,8,ios,1.1.0
e_c483c1ea2d,u_080,c_a85ef08e,coupon__complete__redeem,2026-02-17T18:47:00,1,android,1.0.1
e_8db629b7d7,u_029,c_8bcedf2e,coupon__view__detail,2026-02-17T18:52:04,32,android,1.0.1
e_7b848c8ec6,u_033,c_daf98c2e,coupon__start__create,2026-02-17T19:37:54,24,android,1.1.0
e_d9d42f0aec,u_033,c_daf98c2e,coupon__complete__create,2026-02-17T19:38:18,24,ios,1.1.0
e_13e70c7382,u_032,c_adf4cb0d,coupon__start__create,2026-02-17T19:39:33,23,ios,1.1.0
e_bd17bbc38d,u_032,c_adf4cb0d,coupon__complete__create,2026-02-17T19:40:52,23,android,1.0.0
e_121229799b,u_055,c_69d1ff59,coupon__view__detail,2026-02-17T19:42:32,17,android,1.0.1
e_62501674ca,u_026,c_f332d56a,coupon__view__detail,2026-02-17T19:53:23,16,ios,1.0.0
e_999e44ffd4,u_042,c_697f82a4,coupon__view__detail,2026-02-17T19:55:38,30,android,1.0.0
e_501f55270b,u_076,c_a7b6b262,coupon__start__create,2026-02-17T21:04:41,15,ios,1.0.1
e_c7a188baaa,u_076,c_a7b6b262,coupon__complete__create,2026-02-17T21:05:46,15,ios,1.0.0
e_8507ccb94c,u_069,c_0dd2ed25,coupon__start__create,2026-02-17T21:19:59,18,android,1.1.0
e_cd3356e15c,u_069,c_0dd2ed25,coupon__complete__create,2026-02-17T21:20:23,18,ios,1.1.0
e_3d1703de05,u_054,c_380c2633,coupon__start__create,2026-02-17T21:21:11,14,ios,1.1.0
e_e0751d1f7e,u_054,c_380c2633,coupon__complete__create,2026-02-17T21:22:38,14,ios,1.0.1
e_2cc6b1c614,u_068,c_e7f36770,coupon__view__detail,2026-02-17T21:38:03,4,ios,1.0.0
e_b96f9992c9,u_007,c_578d848a,coupon__view__detail,2026-02-17T22:42:55,21,android,1.0.0
e_8adb9a813a,u_047,c_00744e84,coupon__start__create,2026-02-17T23:08:49,15,android,1.0.0
e_b53654d6b6,u_072,c_128d5b0d,coupon__start__create,2026-02-17T23:12:35,31,ios,1.1.0
e_2468cf73ae,u_072,c_128d5b0d,coupon__complete__create,2026-02-17T23:13:35,31,android,1.0.1
e_338b742a1d,u_071,c_c8f5b117,coupon__complete__redeem,2026-02-18T00:02:14,1,ios,1.0.0
e_3c8574d869,u_035,c_859a1219,coupon__start__create,2026-02-18T00:18:03,12,ios,1.0.1
e_cc28881ece,u_035,c_859a1219,coupon__complete__create,2026-02-18T00:18:36,12,ios,1.1.0
e_e9a0829d21,u_080,c_03b2af08,coupon__start__create,2026-02-18T00:56:24,19,ios,1.0.0
e_08306a47e4,u_080,c_03b2af08,coupon__complete__create,2026-02-18T00:56:48,19,android,1.0.0
e_93b60f7a51,u_067,c_5acf65ba,coupon__view__detail,2026-02-18T00:57:34,13,ios,1.0.0
e_24d315ef30,u_003,c_fdee777c,coupon__complete__redeem,2026-02-18T01:50:46,1,ios,1.0.0
e_61708b8744,u_010,c_b07abf34,coupon__view__detail,2026-02-18T02:40:53,1,android,1.0.0
e_5758495725,u_033,c_daf98c2e,coupon__view__detail,2026-02-18T03:45:47,23,ios,1.1.0
e_655125f412,u_035,c_3d232bd9,coupon__view__detail,2026-02-18T05:13:08,10,android,1.0.0
e_4f7bc736e4,u_046,c_5d54db30,coupon__view__detail,2026-02-18T05:22:50,21,ios,1.1.0
e_bafdcb806b,u_052,c_cc529cf8,coupon__view__detail,2026-02-18T05:26:22,9,ios,1.0.0
e_82b53dabca,u_044,c_ab864738,coupon__start__create,2026-02-18T06:48:26,21,ios,1.0.1
e_9455d6cb95,u_044,c_ab864738,coupon__complete__create,2026-02-18T06:49:26,21,android,1.1.0
e_2a19dab440,u_029,c_8bcedf2e,coupon__view__detail,2026-02-18T07:16:00,31,android,1.0.1
e_863822cb81,u_019,c_b003c449,coupon__view__detail,2026-02-18T08:36:10,22,ios,1.1.0
e_4e9d83c422,u_071,c_c8f5b117,notification__send__expiry_reminder,2026-02-18T09:00:00,1,android,1.0.0
e_7ae3074d05,u_040,c_a28ed72c,notification__send__expiry_reminder,2026-02-18T09:00:00,1,android,1.0.0
e_6abd9fd1af,u_017,c_25a0c8f2,notification__send__expiry_reminder,2026-02-18T09:00:00,1,android,1.0.0
e_593b3603d6,u_005,c_81bedc43,notification__send__expiry_reminder,2026-02-18T09:00:00,7,android,1.0.0
e_fdd1da6d81,u_045,c_56dcf45e,notification__send__expiry_reminder,2026-02-18T09:00:00,7,ios,1.0.1
e_32079ce04e,u_075,c_d0e28af9,notification__send__expiry_reminder,2026-02-18T09:00:00,7,ios,1.0.1
e_39410f3e76,u_076,c_b0e44d62,notification__send__expiry_reminder,2026-02-18T09:00:00,1,ios,1.0.0
e_ca470de70d,u_079,c_f8150ad5,notification__send__expiry_reminder,2026-02-18T09:00:00,7,ios,1.0.1
e_216aad1450,u_047,c_679aab38,notification__send__expiry_reminder,2026-02-18T09:00:00,1,android,1.0.0
e_6d7ccc067a,u_025,c_d5ab3518,notification__send__expiry_reminder,2026-02-18T09:00:00,1,android,1.1.0
e_c0973316e4,u_003,c_fdee777c,notification__send__expiry_reminder,2026-02-18T09:00:00,1,ios,1.0.1
e_54b7299f6a,u_039,c_7bf3f2ff,notification__send__expiry_reminder,2026-02-18T09:00:00,7,ios,1.1.0
e_e4cc9999d5,u_014,c_663806e9,notification__send__expiry_reminder,2026-02-18T09:00:00,1,ios,1.1.0
e_ada94f5edf,u_027,c_b02c797d,notification__send__expiry_reminder,2026-02-18T09:00:00,7,android,1.1.0
e_fc3521b05b,u_043,c_e345a376,notification__send__expiry_reminder,2026-02-18T09:00:00,1,android,1.0.1
e_8e03331a9f,u_062,c_fac2ed00,notification__send__expiry_reminder,2026-02-18T09:00:00,1,ios,1.0.0
e_12eed608b3,u_050,c_f4f19d6f,notification__send__expiry_reminder,2026-02-18T09:00:00,1,android,1.0.1
e_8e74542c25,u_010,c_b07abf34,notification__send__expiry_reminder,2026-02-18T09:00:00,1,ios,1.0.1
e_fdb64758a4,u_027,c_b02c797d,coupon__view__detail,2026-02-18T09:57:44,7,ios,1.1.0
e_052eee1d3f,u_076,c_b0e44d62,notification__open__expiry_reminder,2026-02-18T10:00:00,1,android,1.0.1
e_f46934c2cd,u_039,c_7bf3f2ff,notification__open__expiry_reminder,2026-02-18T10:07:00,7,ios,1.0.0
e_de004e2c60,u_039,c_7bf3f2ff,coupon__view__detail,2026-02-18T10:09:00,7,ios,1.0.1
e_dc944115cf,u_072,c_c28132c8,coupon__view__detail,2026-02-18T10:17:31,30,android,1.0.0
e_cc8956b777,u_076,c_b0e44d62,coupon__view__detail,2026-02-18T10:20:00,1,ios,1.0.1
e_18682fb686,u_043,c_e345a376,notification__open__expiry_reminder,2026-02-18T10:32:00,1,android,1.1.0
e_124bfd9349,u_011,c_940eb278,coupon__start__create,2026-02-18T10:36:52,28,ios,1.0.1
e_47e1da1ec7,u_011,c_940eb278,coupon__complete__create,2026-02-18T10:37:31,28,ios,1.0.1
e_5ae260cbfc,u_043,c_e345a376,coupon__view__detail,2026-02-18T10:42:00,1,ios,1.0.0
e_d5ee1855ea,u_045,c_56dcf45e,notification__open__expiry_reminder,2026-02-18T10:44:00,7,android,1.1.0
e_bca1fd0188,u_027,c_aeba8b30,coupon__start__create,2026-02-18T11:13:59,29,android,1.0.0
e_91d8ee67cb,u_027,c_aeba8b30,coupon__complete__create,2026-02-18T11:14:54,29,ios,1.0.1
e_87fb975983,u_059,c_65348ec5,coupon__complete__redeem,2026-02-18T11:22:00,4,ios,1.0.0
e_043ebb936e,u_074,c_c196dfb4,coupon__view__detail,2026-02-18T11:24:41,27,ios,1.0.0
e_9b7c435553,u_017,c_25a0c8f2,notification__open__expiry_reminder,2026-02-18T11:25:00,1,ios,1.0.0
e_71fcc72eae,u_053,c_b82afe9d,coupon__view__detail,2026-02-18T12:09:48,6,android,1.1.0
e_6e1d92e915,u_075,c_d0e28af9,coupon__complete__redeem,2026-02-18T12:49:44,7,android,1.0.1
e_e00a59f249,u_027,c_657241ca,coupon__start__create,2026-02-18T12:58:07,51,android,1.0.1
e_652421ab7d,u_027,c_657241ca,coupon__complete__create,2026-02-18T12:58:25,51,ios,1.1.0
e_d30ff37c98,u_071,c_12c92ed5,coupon__view__detail,2026-02-18T14:03:38,14,ios,1.1.0
e_7efe5a0212,u_069,c_0a3599cc,coupon__view__detail,2026-02-18T15:18:51,27,android,1.1.0
e_64f73077c4,u_080,c_c2ce7793,coupon__start__create,2026-02-18T15:28:18,29,ios,1.0.0
e_19e5338133,u_080,c_c2ce7793,coupon__complete__create,2026-02-18T15:28:28,29,android,1.0.1
e_e43aae45a7,u_054,c_b7ba3337,coupon__view__detail,2026-02-18T16:29:37,4,android,1.0.0
e_428faa30f4,u_022,c_8c6f696a,coupon__start__create,2026-02-18T16:45:00,41,ios,1.1.0
e_9593d380c6,u_022,c_8c6f696a,coupon__complete__create,2026-02-18T16:45:51,41,ios,1.0.0
e_f06abfbfa1,u_075,c_2c4b786b,coupon__complete__redeem,2026-02-18T17:03:45,11,ios,1.1.0
e_53a85a6330,u_041,c_e91be666,coupon__start__create,2026-02-18T17:35:11,20,ios,1.0.1
e_732b9148e0,u_041,c_e91be666,coupon__complete__create,2026-02-18T17:36:20,20,android,1.1.0
e_7db3487b8d,u_013,c_efdaba7f,coupon__complete__redeem,2026-02-18T17:42:00,3,android,1.0.1
e_da721d8330,u_075,c_5e228117,coupon__start__create,2026-02-18T17:45:03,12,ios,1.1.0
e_217d10218e,u_075,c_5e228117,coupon__complete__create,2026-02-18T17:46:17,12,android,1.0.1
e_c7ed66db3c,u_025,c_64dbb451,coupon__start__create,2026-02-18T18:17:43,17,ios,1.1.0
e_fd744babdd,u_025,c_64dbb451,coupon__complete__create,2026-02-18T18:18:10,17,ios,1.1.0
e_34118bda9c,u_065,c_e4cb0dc7,coupon__view__detail,2026-02-18T19:26:58,9,android,1.0.1
e_c511c4fc80,u_074,c_b8a99c38,coupon__start__create,2026-02-18T19:54:30,10,ios,1.0.0
e_3991c068a8,u_074,c_b8a99c38,coupon__complete__create,2026-02-18T19:55:10,10,ios,1.1.0
e_db2f21cd2e,u_050,c_b5e10714,coupon__start__create,2026-02-18T20:41:08,7,ios,1.0.0
e_0a87efb401,u_050,c_b5e10714,coupon__complete__create,2026-02-18T20:41:31,7,ios,1.1.0
e_50d87d31b3,u_073,c_4c89c9eb,coupon__view__detail,2026-02-18T20:49:32,18,ios,1.0.1
e_8abf6cf2f1,u_078,c_9188b5c1,coupon__start__create,2026-02-18T21:40:15,14,ios,1.0.1
e_9737ddfc62,u_078,c_9188b5c1,coupon__complete__create,2026-02-18T21:41:15,14,ios,1.0.0
e_66bfff2919,u_015,c_a04f9be2,coupon__start__create,2026-02-18T21:53:14,27,ios,1.0.1
e_2b026864f1,u_015,c_a04f9be2,coupon__complete__create,2026-02-18T21:54:00,27,android,1.0.1
e_305541a9e7,u_042,c_697f82a4,coupon__complete__redeem,2026-02-18T22:03:17,29,android,1.1.0
e_ce86f319ec,u_031,c_982e9667,coupon__start__create,2026-02-18T22:37:19,20,ios,1.1.0
e_2512ae22e9,u_031,c_982e9667,coupon__complete__create,2026-02-18T22:37:39,20,ios,1.1.0
e_4b99d43b00,u_061,c_e8418685,coupon__view__detail,2026-02-18T23:44:25,2,android,1.0.0
e_832cf5095e,u_026,c_98ac24bf,coupon__complete__expire,2026-02-18T23:59:00,0,android,1.0.1
e_de813ed757,u_052,c_cc529cf8,coupon__view__detail,2026-02-19T00:25:01,8,android,1.0.1
e_64fc36675a,u_042,c_39e8c19a,coupon__start__create,2026-02-19T02:16:26,47,android,1.1.0
e_a2dba55116,u_042,c_39e8c19a,coupon__complete__create,2026-02-19T02:16:50,47,android,1.1.0
e_b886139130,u_047,c_679aab38,coupon__view__detail,2026-02-19T02:21:01,0,ios,1.0.1
e_947cf94a6f,u_022,c_9ef270f6,coupon__view__detail,2026-02-19T02:53:58,7,android,1.1.0
e_fe08a42f76,u_047,c_52c67c88,coupon__start__create,2026-02-19T02:56:39,29,android,1.1.0
e_7e376b8593,u_047,c_52c67c88,coupon__complete__create,2026-02-19T02:57:48,29,android,1.1.0
e_1dd736969a,u_048,c_38ea0447,coupon__view__detail,2026-02-19T05:36:36,8,android,1.0.1
e_5e003ca95b,u_029,c_8bcedf2e,coupon__view__detail,2026-02-19T05:42:44,30,android,1.0.0
e_090a3c634e,u_047,c_81d1d9f8,coupon__start__create,2026-02-19T06:09:39,25,android,1.1.0
